,ru,fr,en,vote
27128,манера,habitude,no_equality,1
27129,манера,venue,no_equality,1
27130,манера,mode,way,1
27131,манера,mode,manner,1
27132,манера,mode,style,1
27133,манера,accent,no_equality,1
27134,манера,facture,no_equality,1
27135,манера,guise,way,1
27136,манера,registre,style,1
27137,вывод на печать,écriture,no_equality,2
27138,получение,accès,access,1
27139,получение,obtention,obtaining,1
27140,получение,obtention,receiving,1
27141,получение,obtention,getting,1
27142,получение,obtention,acquisition,1
27143,получение,obtention,gaining,1
27144,получение,obtention,securing,1
27145,получение,obtention,obtainment,1
27146,получение,obtention,obtention,1
27147,получение,pour obtenir,no_equality,1
27148,получение,obtention de,obtaining,1
27149,получение,obtention de,getting,1
27150,получение,obtention de,securing,1
27151,получение,reçu,receipt,1
27152,получение,reçu,receiving,1
27153,получение,pour recevoir,no_equality,1
27154,получение,réception,receipt,1
27155,получение,réception,receiving,1
27156,получение,réception,reception,1
27157,получение,réception,acceptance,1
27158,получение,réception,received,1
27159,получение,préparation,no_equality,1
27160,получение,recette,receipt,1
27161,получение,recette,acceptance,1
27162,получение,fabrication,no_equality,1
27163,получение,levée,no_equality,1
27164,возможность,accès,access,1
27165,возможность,pouvoir,power,2
27166,возможность,pouvoir,ability,1
27167,возможность,pouvoir,opportunity,1
27168,возможность,possibilité,opportunity,1
27169,возможность,possibilité,possibility,1
27170,возможность,possibilité,chance,1
27171,возможность,possibilité,possible,1
27172,возможность,possibilité,option,1
27173,возможность,possibilité,access,1
27174,возможность,possibilité,ability,1
27175,возможность,possibilité,feasibility,1
27176,возможность,possibilité,way,1
27177,возможность,possibilité,capability,1
27178,возможность,possibilité,eventuality,1
27179,возможность,occasion,opportunity,1
27180,возможность,occasion,chance,1
27181,возможность,occasion,way,1
27182,возможность,occasion,occasion,1
27183,возможность,capacités,ability,1
27184,возможность,capacités,capacity,1
27185,возможность,capacités,capability,1
27186,возможность,fonctionnalité,capability,1
27187,возможность,fonctionnalité,facility,1
27188,возможность,fonctionnalité,convenience,1
27189,возможность,chance,opportunity,1
27190,возможность,chance,possibility,1
27191,возможность,chance,chance,1
27192,возможность,chance,way,1
27193,возможность,chance,fortune,1
27194,возможность,possible,opportunity,1
27195,возможность,possible,possibility,1
27196,возможность,possible,possible,1
27197,возможность,possible,way,1
27198,возможность,option,option,1
27199,возможность,option,way,1
27200,возможность,facilités,facility,1
27201,возможность,réserver,no_equality,1
27202,возможность,éventualité,possibility,1
27203,возможность,éventualité,chance,1
27204,возможность,éventualité,possible,1
27205,возможность,éventualité,option,1
27206,возможность,éventualité,eventuality,1
27207,возможность,peut-être,no_equality,1
27208,возможность,ouverture,no_equality,1
27209,подъездные пути,accès,no_equality,2
27210,подъездные пути,voies d'accès,access roads,1
27211,подъездные пути,voies d'accès,access routes,1
27212,подъездные пути,voies d'accès,accesses,1
27213,подъездные пути,voies d'accès,driveways,1
27214,приступ,accès,fit,1
27215,приступ,accès,bout,1
27216,приступ,accès,attack,1
27217,приступ,crise,seizure,2
27218,приступ,crise,fit,2
27219,приступ,crise,episode,2
27220,приступ,crise,attack,2
27221,приступ,coup de colère,no_equality,1
27222,приступ,ictus,stroke,1
27223,приступ,bouffée,no_equality,1
27224,приступ,coup,stroke,1
27225,приступ,onde,no_equality,1
27226,приступ,escalade,no_equality,1
27227,вспышка,accès,outburst,2
27228,вспышка,flambée,outbreak,1
27229,вспышка,flambée,outburst,1
27230,вспышка,flambée,flare-up,1
27231,вспышка,flash,flash,1
27232,вспышка,flash,flashlight,1
27233,вспышка,éclair,flash,1
27234,вспышка,éclair,spark,1
27235,вспышка,explosion,outbreak,1
27236,вспышка,explosion,outburst,1
27237,вспышка,explosion,burst,1
27238,вспышка,explosion,eruption,1
27239,вспышка,ébullition,no_equality,1
27240,вспышка,poussée,outbreak,1
27241,вспышка,poussée,eruption,1
27242,вспышка,poussée,flare-up,1
27243,вспышка,rafale,burst,1
27244,вспышка,scintillation,flicker,1
27245,вспышка,tir,no_equality,1
27246,вспышка,impulsion lumineuse,no_equality,1
27247,вспышка,allumage,spark,1
27248,вспышка,emportement,outburst,1
27249,прилив,accès,no_equality,2
27250,прилив,marée,tide,1
27251,прилив,marée haute,high tide,1
27252,прилив,marée haute,high water,1
27253,прилив,marée montante,no_equality,1
27254,прилив,haute marée,high tide,1
27255,прилив,afflux,tide,1
27256,прилив,afflux,rush,1
27257,прилив,afflux,surge,1
27258,прилив,sursaut,surge,1
27259,прилив,flux,no_equality,1
27260,прилив,bossage,no_equality,1
27261,прилив,haute mer,no_equality,1
27262,прилив,montant,no_equality,1
27263,группа,groupe,group,3
27264,группа,groupe,party,2
27265,группа,groupe,band,2
27266,группа,groupe,cluster,2
27267,группа,groupe,squad,2
27268,группа,groupe,set,2
27269,группа,groupe,team,2
27270,группа,groupe,bunch,2
27271,группа,groupe,batch,2
27272,группа,groupe,lot,2
27273,группа,groupe,unit,2
27274,группа,groupe,panel,2
27275,группа,troupe,group,1
27276,группа,troupe,band,1
27277,группа,troupe,squad,1
27278,группа,troupe,bunch,1
27279,группа,troupe,lot,1
27280,группа,formation,group,2
27281,группа,bande,band,2
27282,группа,bande,bunch,2
27283,группа,bande,group,2
27284,группа,bande,lot,2
27285,группа,Group,group,1
27286,группа,regroupement,group,1
27287,группа,regroupement,cluster,1
27288,группа,catégorie,group,1
27289,группа,catégorie,type,1
27290,группа,fonction,no_equality,1
27291,группа,type,type,1
27292,группа,panel,panel,1
27293,группа,famille,no_equality,1
27294,группа,série,set,1
27295,группа,série,number,1
27296,группа,mission,no_equality,1
27297,группа,reste,no_equality,1
27298,группа,colonne,no_equality,1
27299,группа,bloc,group,1
27300,группа,bloc,cluster,1
27301,группа,bloc,unit,1
27302,группировка,groupe,group,1
27303,группировка,regroupement,group,1
27304,группировка,regroupement,grouping,1
27305,группировка,regroupement,clustering,1
27306,группировка,agrégation,clustering,1
27307,группировка,coterie,clique,1
27308,группировка,dispositif,no_equality,1
27309,банда,groupe,band,1
27310,банда,troupe,band,1
27311,банда,troupe,gang,1
27312,банда,troupe,posse,1
27313,банда,troupe,crew,1
27314,банда,troupe,bunch,1
27315,банда,bande,band,5
27316,банда,bande,bunch,2
27317,банда,bande,gang,2
27318,банда,bande,pack,2
27319,банда,bande,posse,2
27320,банда,bande,crew,2
27321,банда,gang,gang,1
27322,банда,gang,crew,1
27323,банда,gang,bunch,1
27324,банда,gang,mob,1
27325,банда,gang,posse,1
27326,банда,clique,gang,1
27327,банда,clique,mob,1
27328,банда,clique,clique,1
27329,оркестр,groupe,band,1
27330,оркестр,orchestre,orchestra,3
27331,оркестр,orchestre,band,3
27332,оркестр,fanfare,band,1
27333,оркестр,formation symphonique,orchestra,1
27334,музыкальная группа,groupe,band,1
27335,музыкальная группа,orchestre,band,1
27336,подгруппа,groupe,no_equality,2
27337,подгруппа,sous-groupe,subgroup,1
27338,подгруппа,sous-groupe,sub-group,1
27339,подгруппа,sous-groupe,sub-unit,1
27340,подгруппа,sous-groupe,subset,1
27341,подгруппа,sous-groupe,sub-cluster,1
27342,подгруппа,sous-ensemble,sub-group,1
27343,подгруппа,sous-ensemble,sub-unit,1
27344,подгруппа,sous-ensemble,subset,1
27345,подгруппа,division,no_equality,1
27346,подгруппа,sous-couche,no_equality,1
27347,концерн,groupe,no_equality,1
27348,концерн,consortium,concern,1
27349,функциональная группа,groupe,no_equality,2
27350,функциональная группа,groupe fonctionnel,functional group,1
