,en,ru,fr,votes
6324,councillor,член совета,conseiller,1
6325,advise,консультирование,conseiller,1
6326,advise,консультировать,conseiller,1
6327,advise,посоветовать,conseiller,1
6328,advise,советовать,conseiller,2
6329,advise,Совет,Conseil,1
6330,formidable,no_equality,formidable,1
6331,formidable,грозный,formidable,1
6332,formidable,внушительный,formidable,1
6333,terrific,замечательный,formidable,1
6334,terrific,потрясать,formidable,1
6335,terrific,отличный,formidable,1
6336,terrific,потрясающий,excellent,1
6337,terrific,потрясающий,incroyable,1
6338,terrific,потрясающий,formidable,1
6339,disappoint,разочаровать,décevoir,1
6340,disappoint,разочаровывать,décevoir,2
6341,disappoint,расстраивать,décevoir,1
6342,frustrate,no_equality,décevoir,1
6343,enclosure,no_equality,enclos,1
6344,enclosure,кожух,enveloppe,1
6345,enclosure,загон,enclos,1
6346,enclosure,огороженное место,enclos,1
6347,paddock,no_equality,enclos,1
6348,paddock,загон,enclos,1
6349,novelty,новизна,nouveauté,2
6350,novelty,новинка,nouveauté,1
6351,contest,конкурс,concours,2
6352,contest,соревнование,concours,2
6353,contest,состязание,concours,1
6354,stellar,no_equality,stellaire,1
6355,stellar,выдающийся,brillant,1
6356,stellar,звездный,stellaire,1
6357,stellar,звездообразный,stellaire,1
6358,farmer,фермер,agriculteur,4
6359,farmer,фермер,fermier,3
6360,farmer,фермер,cultivateur,1
6361,farmer,хуторянин,no_equality,1
6362,farmer,откупщик,no_equality,1
6363,farmer,сельхозпроизводитель,no_equality,1
6364,farmer,крестьянин,paysan,2
6365,farmer,колхозник,no_equality,1
6366,farmer,земледелец,agriculteur,3
6367,farmer,земледелец,fermier,1
6368,farmer,земледелец,cultivateur,1
6369,farmer,фармер,farmer,1
6370,farmer,фермерство,fermier,1
6371,farmer,хозяин,no_equality,1
6372,farmer,животновод,éleveur,1
6373,farmer,огородник,no_equality,1
6374,farmer,хлебороб,no_equality,1
6375,farmer,сельский хозяин,no_equality,1
6376,farmer,единоличник,no_equality,1
6377,farmer,фермерша,fermier,1
6378,farmer,фермерский,no_equality,1
6379,farmer,фермерский,fermier,1
6380,farmer,крестьянское хозяйство,paysan,1
6381,alone,единственный,seul,4
6382,alone,один,seul,4
6383,alone,одинокий,seul,3
6384,alone,одинокий,solitaire,2
6385,alone,наедине,seul,2
6386,alone,самостоятельно,seul,2
6387,alone,самостоятельно,tout seul,2
6388,alone,самостоятельно,toute seule,1
6389,alone,таковая,no_equality,1
6390,alone,только,seulement,2
6391,alone,только,uniquement,2
6392,alone,только,exclusivement,1
6393,alone,только,seul,1
6394,alone,исключительно,seulement,1
6395,alone,исключительно,uniquement,2
6396,alone,исключительно,exclusivement,2
6397,alone,одиноко,seul,1
6398,alone,одиноко,solitaire,1
6399,alone,в одиночку,tout seul,1
6400,alone,в одиночку,toute seule,1
6401,alone,сам по себе,tout seul,1
6402,sole,единственный,seul,2
6403,sole,единственный,unique,1
6404,sole,единый,seul,1
6405,sole,единый,unique,1
6406,panel,панель,panneau,2
6407,panel,панель,tableau,1
6408,panel,группа,groupe,1
6409,panel,монтажная панель,plaque,1
6410,panel,коллегия,collège,1
6411,panel,панно,panneau,1
6412,panel,секция,panneau,1
6413,control panel,no_equality,panneau,1
6414,University,университет,Université,1
6415,message,сообщение,message,2
6416,message,послание,message,1
6417,message,сигнал,message,2
6418,message,идея,message,2
6419,message,смс,message,1
6420,message,записка,message,1
6421,message,письмо,message,1
6422,message,мысль,message,1
6423,message,смысл,message,1
6424,message,призыв,message,1
6425,message,посыл,message,1
6426,message,обращение,message,1
6427,message,заявление,message,1
6428,message,весть,message,1
6429,message,поручение,message,1
6430,mechanic,механик,mécanicien,2
6431,mechanic,автомеханик,mécanicien,1
6432,training,обучение,formation,2
6433,training,образование,formation,1
6434,training,профессиональный подготовка,formation,1
6435,training,курс,formation,1
6436,training,учёба,formation,1
6437,training,занятие,formation,1
6438,training,подготовка,formation,1
6439,training,подготовка кадр,formation,1
6440,training,учебный,formation,1
6441,training,тренинг,formation,1
6442,training,инструктаж,formation,1
6443,approval,утверждение,approbation,2
6444,approval,одобрение,approbation,1
6445,approval,согласие,approbation,1
6446,approval,принятие,approbation,1
6447,approval,разрешение,approbation,1
6448,approval,санкция,approbation,1
6449,approval,одобрить,approbation,1
6450,approval,утвердить,approbation,1
6451,approval,санкционирование,approbation,1
6452,band,банда,bande,4
6453,band,банда,groupe,1
6454,band,банда,troupe,1
6455,band,полоса,bande,3
6456,band,лента,bande,2
6457,band,лента,ruban,2
6458,band,оркестр,groupe,1
6459,band,оркестр,orchestre,2
6460,band,оркестр,fanfare,1
6461,band,отряд,troupe,2
6462,band,узы,no_equality,1
6463,band,повязка,bandeau,1
6464,band,диапазон,fourchette,1
6465,band,диапазон,bande,2
6466,band,зона,no_equality,1
6467,band,музыкальная группа,groupe,1
6468,band,музыкальная группа,orchestre,1
6469,band,ленточный,no_equality,1
6470,band,диапазонный,no_equality,1
6471,band,ленточнопильный,no_equality,1
6472,band,Band,no_equality,1
6473,band,шайка,bande,1
6474,band,полоска,bande,1
6475,band,полоска,bandeau,1
6476,band,полоска,ruban,1
6477,band,тесьма,ruban,1
6478,band,конвейерная лента,ruban,1
6479,band,группа,groupe,1
6480,band,группа,troupe,1
6481,band,группа,bande,1
6482,band,орхестра,orchestre,1
6483,band,полосы,bande,1
6484,strip,полоса,bande,2
6485,strip,полоска,bandeau,1
6486,strip,полоска,ruban,1
6487,strip,лента,ruban,1
6488,strip,полосы,bande,1
6489,fanfare,no_equality,fanfare,1
6490,brass band,no_equality,fanfare,1
6491,brass band,духовой оркестр,fanfare,1
6492,strong,сильный,fort,2
6493,strong,сильно,fort,2
6494,strong,сильно,très,1
6495,strong,высокий,fort,1
6496,strong,крепкий,fort,1
6497,strong,большой,fort,1
6498,strong,мощный,fort,1
6499,record,записать,enregistrer,1
6500,record,записать,noter,1
6501,record,регистрировать,enregistrer,1
6502,record,зарегистрировать,enregistrer,2
6503,record,записывать,enregistrer,1
6504,record,запись,enregistrer,1
6505,record,диск,disque,1
6506,record,грампластинка,disque,1
6507,record,досье,dossier,1
6508,record,отчет,dossier,1
6509,record,документация,dossier,1
6510,record,альбом,album,1
6511,record,протоколировать,enregistrer,1
6512,record,вести запись,enregistrer,1
6513,record,прошлое,antécédents,1
6514,save,сохранить,enregistrer,2
6515,save,сохранять,enregistrer,1
6516,save,кроме,excepté,1
6517,interrogation,допрос,interrogatoire,2
6518,interrogation,допросный,interrogatoire,1
6519,interrogation,опрос,interrogation,1
6520,mother,мать,mère,4
6521,mother,мать,maman,1
6522,mother,мама,mère,2
6523,mother,мама,maman,1
6524,mother,матерь,mère,2
6525,mother,мамочка,mère,2
6526,mother,матушка,mère,2
6527,mother,мамаша,mère,3
6528,mother,мамаша,maman,1
6529,mother,матереть,mère,2
6530,mother,материнский,mère,2
6531,mother,материнский,no_equality,1
6532,mother,родной,no_equality,1
6533,mother,мамин,no_equality,1
6534,motherboard,no_equality,mère,1
6535,steal,украсть,voler,2
6536,steal,красть,voler,1
6537,steal,воровать,voler,1
6538,steal,угнать,voler,1
6539,steal,стащить,voler,1
6540,steal,выкрасть,voler,1
6541,steal,похитить,voler,1
6542,steal,кража,vol,1
6543,flying,no_equality,voler,1
6544,stealing,no_equality,voler,1
6545,stealing,кража,vol,1
6546,adjust,скорректировать,ajuster,1
6547,adjust,корректировать,ajuster,1
6548,adjust,корректировка,ajuster,1
6549,adjust,отрегулировать,ajuster,1
6550,adjust,откорректировать,ajuster,1
6551,adjusted,скорректировать,ajuster,1
6552,adjusted,корректировать,ajuster,1
6553,adjusted,корректировка,ajuster,1
6554,adjusted,корректировка,ajustement,1
6555,ballroom,no_equality,bal,1
6556,ball,бал,bal,2
6557,ball,балл,bal,1
6558,specially,специально,spécialement,2
6559,specially,особенно,spécialement,1
6560,specially,особенно,particulièrement,1
6561,specially,особенно,en particulier,1
6562,specially,особо,spécialement,1
6563,specially,особо,spécifiquement,1
6564,specially,специальный,spécialement,1
6565,specially,конкретно,spécialement,1
6566,specially,частность,spécialement,1
