,English text,train_type,en_fr_translate,fr_en_translate,correct
50,That's your money.,Указательные местоимения,C'est votre argent.,It's your money.,False
51,That's my bed.,Указательные местоимения,C'est mon lit.,This is my bed.,False
52,This is your thing.,Указательные местоимения,C'est votre truc.,It's your thing.,False
55,This is their place.,Указательные местоимения,C'est leur place.,That's where they belong.,False
56,This is her work.,Указательные местоимения,C'est son travail.,It's his job.,False
58,This is her mother.,Указательные местоимения,C'est sa mère.,It's her mother.,False
59,That's my team!,Указательные местоимения,C'est mon équipe!,This is my team!,False
61,This is his story,Указательные местоимения,C'est son histoire,That's his story.,False
63,This is his sister.,Указательные местоимения,C'est sa sœur.,That's her sister.,False
66,That's my grandson!,Указательные местоимения,C'est mon petit-fils!,He's my grandson!,False
68,That is my father.,Указательные местоимения,C'est mon père.,He's my father.,False
69,This is my hour.,Указательные местоимения,C'est mon heure.,It's my time.,False
72,That's my daughter.,Указательные местоимения,C'est ma fille.,She's my daughter.,False
76,This is your world.,Указательные местоимения,C'est votre monde.,It's your world.,False
77,That is my answer.,Указательные местоимения,C'est ma réponse.,That's my answer.,False
0,Where had it begun?,past_perfect q,Où avait-il commencé?,Where did he start?,False
2,What had he expected?,past_perfect q,Qu'avait-il prévu?,What was he planning?,False
4,What had it been?,past_perfect q,Qu'avait-il été?,What had he been?,False
5,What had you done?,past_perfect q,Qu'avais-tu fait?,What did you do?,False
6,What had she worn?,past_perfect q,Qu'avait-elle porté?,What did she wear?,False
7,What had he observed?,past_perfect q,Qu'avait-il observé?,What did he observe?,False
8,What had he forgotten?,past_perfect q,Qu'avait-il oublié?,What did he forget?,False
9,What had we done?,past_perfect q,Ce que l'on a fait?,What we did?,False
11,Where had they gone?,past_perfect q,Où étaient-ils partis?,Where'd they go?,False
13,Where had it been?,past_perfect q,Où avait-il été?,Where had he been?,False
14,Why had it altered?,past_perfect q,Pourquoi avait-il modifié?,Why did he change it?,False
15,Why had I bothered?,past_perfect q,Pourquoi avais-je dérangé?,Why did I bother?,False
16,Why had he hidden?,past_perfect q,Pourquoi avait-il caché?,Why did he hide?,False
17,Why had he bothered?,past_perfect q,Pourquoi avait-il pris la peine?,Why did he bother?,False
18,When had he fallen?,past_perfect q,Quand avait-il tombé?,When did he fall?,False
19,When had it begun?,past_perfect q,Quand avait-il commencé?,When did he start?,False
20,Why had he worried?,past_perfect q,Pourquoi avait-il inquiet?,Why did he worry?,False
21,Who had ordered the ring?,past_perfect q,Qui avait commandé la bague?,Who ordered the ring?,False
22,Who had brought this letter?,past_perfect q,Qui a apporté cette lettre?,Who brought this letter?,False
23,Who had sent the letter?,past_perfect q,Qui avait envoyé la lettre?,Who sent the letter?,False
24,Who had sent the message?,past_perfect q,Qui a envoyé le message?,Who sent the message?,False
25,Who had written the note?,past_perfect q,Qui a écrit la note?,Who wrote the note?,False
27,How right had she been?,past_perfect q,Combien avait-elle été?,How much had she been?,False
28,Had the man escaped?,past_perfect q,A l'homme s'est échappé?,The man escaped?,False
29,Had the man understood?,past_perfect q,A l'homme a compris?,A man has understood?,False
30,Had the spell worked?,past_perfect q,Eu le sort a fonctionné?,Did the spell work?,False
31,Had the picture changed?,past_perfect q,A l'image de changé?,Has the image changed?,False
32,Had the illusion worked?,past_perfect q,L'illusion avait-elle fonctionné?,Did the illusion work?,False
33,Had the battle begun?,past_perfect q,A la bataille est commencée?,Has the battle begun?,False
34,Had the baby survived?,past_perfect q,Eu le bébé a survécu?,Did the baby survive?,False
35,How had the stranger entered?,past_perfect q,Comment l'étranger entré?,How did the stranger get in?,False
36,Where had the police been?,past_perfect q,Où avait la police?,Where did the police go?,False
37,When had that pain begun?,past_perfect q,Quand a eu que de la douleur commencé?,When did the pain start?,False
38,Where had the fire gone?,past_perfect q,Où est passé le feu?,Where's the fire?,False
39,When had this incident occurred?,past_perfect q,Quand a eu cet incident s'est produit?,When did this incident happen?,False
40,Who had spoken?,past_perfect q,Qui avait parlé?,Who said anything?,False
41,Who had won?,past_perfect q,Qui a gagné?,Who won?,False
42,Who had knocked?,past_perfect q,Qui l'avait frappé?,Who hit him?,False
43,What had happened to us?,past_perfect q,Ce qui nous est arrivé?,What happened to us?,False
44,Had anything happened?,past_perfect q,Avait rien de ce qui s'est passé?,Had nothing happened?,False
45,Had anything changed?,past_perfect q,Avait quelque chose de changé?,Was something different?,False
46,Had anyone seen?,past_perfect q,Avait-on vu?,Have we been seeing double?,False
47,How had Ares survived?,past_perfect q,Comment avait-Ares survécu?,How did Ares survive?,False
48,What had he done to me?,past_perfect q,Qu'avait-il fait pour moi?,What had he done for me?,False
49,What had passed?,past_perfect q,Ce qui s'était passé?,What happened?,False
50,What had happened?,past_perfect q,Ce qui s'était passé?,What happened?,False
51,What had changed?,past_perfect q,Ce qui a changé?,What's changed?,False
52,What had she done to us?,past_perfect q,Qu'avait-elle fait pour nous?,What had she done for us?,False
54,How had Dad known?,past_perfect q,Comment avait-Papa connu?,How Did Dad know?,False
55,Why had Wanda left?,past_perfect q,Pourquoi Wanda était partie?,Why did Wanda leave?,False
57,How long had they been here?,past_perfect q,Combien de temps avaient-ils ici?,How long did they have here?,False
59,Where had this occurred?,past_perfect q,Où ceci est arrivé?,Where did this happen?,False
60,Had he heard a noise?,past_perfect q,Avait-il entendu un bruit?,Did he hear a noise?,False
61,Had he had a nightmare?,past_perfect q,S'il a fait un cauchemar?,If he had a nightmare?,False
62,Had they read the book?,past_perfect q,S'ils avaient lu le livre?,What if they read the book?,False
63,Had she seen the note?,past_perfect q,Elle avait vu le mot?,Did she see the note?,False
64,Had he made a mistake?,past_perfect q,Avait-il fait une erreur?,Did he make a mistake?,False
65,Had they heard the news?,past_perfect q,Avaient-ils entendu les nouvelles?,Did they hear the news?,False
66,Had she seen the crossword?,past_perfect q,Avait-elle vu les mots croisés?,Did she see the crossword puzzle?,False
68,Had you had an argument?,past_perfect q,Aviez-vous eu un argument?,Did you have an argument?,False
69,Had she called the clinic?,past_perfect q,Avait-elle appelé la clinique?,Did she call the clinic?,False
70,Had he heard a voice?,past_perfect q,Avait-il entendu une voix?,Did he hear a voice?,False
71,Had he met another woman?,past_perfect q,Il avait rencontré une autre femme?,He met another woman?,False
72,Had he seen the article?,past_perfect q,Il avait vu l'article?,Did he see the article?,False
73,Had they left a message?,past_perfect q,Ils ont laissé un message?,Did they leave a message?,False
74,Had they broken a law?,past_perfect q,S'ils avaient brisé une loi?,What if they broke a law?,False
75,When had she experienced it before?,past_perfect q,Quand avait-elle vu?,When did she see that?,False
76,Where had I seen them before?,past_perfect q,Où avais-je vu avant?,Where Have I seen before?,False
77,Where had he seen her before?,past_perfect q,Où avait-il vu auparavant?,Where had he seen before?,False
78,Where had she seen them before?,past_perfect q,Où les avait-elle déjà vues?,Where'd she see them before?,False
79,Had she come here to rescue him?,past_perfect q,Est-elle venue ici pour le sauver?,Did she come here to save him?,False
80,What had she seen in him?,past_perfect q,Ce qu'elle avait vu en lui?,What she saw in him?,False
81,What had she done with it?,past_perfect q,Qu'avait-elle fait?,What had she done?,False
82,Why had that song come to mind?,past_perfect q,Pourquoi cette chanson est venue à l'esprit?,Why did this song come to mind?,False
83,Had I come to the right place?,past_perfect q,Avais-je au bon endroit?,Was I in the right place?,False
84,Had he missed the train?,past_perfect q,Il avait raté le train?,Did he miss the train?,False
0,Are they going to eat them?,to_be_going_to q,Vont-ils manger?,Are they going to eat?,False
4,Who are you going to save?,to_be_going_to q,Avec qui allez-vous enregistrer?,Who are you going to record with?,False
5,What are you going to watch?,to_be_going_to q,Qu'allez-vous regarder?,What are you gonna watch?,False
6,What are you going to get?,to_be_going_to q,Qu'allez-vous obtenir?,What are you gonna get?,False
7,What are they going to say?,to_be_going_to q,Que vont-ils dire?,What are they gonna say?,False
8,Who am I going to be?,to_be_going_to q,Qui suis-je?,Who am I?,False
9,What are you going to make?,to_be_going_to q,Qu'allez-vous faire?,What are you going to do?,False
13,Who am I going to tell?,to_be_going_to q,Qui vais-je dire?,Who am I gonna say?,False
18,Who am I going to call?,to_be_going_to q,Qui vais-je appeler?,Who am I gonna call?,False
19,Are you going to join us?,to_be_going_to q,Allez-vous vous joindre à nous?,Will you join us?,False
