,word,local_word,examples,local_examples,examples_and_definitions
809,drive out,vider,to drive out Rubbish|,vider les ordures | ,to drive out Rubbish|empty | clear | flush | empty | drain | dump | gut | strip | purge | 
810,driving,moteur,empty_cell,empty_cell,motor | leading | motive | driven | moving | motorial | engine | locomotive | 
811,driving,cinglant,empty_cell,empty_cell,cutting | biting | slashing | piercing | penetrating | stinging | 
812,drum,tambour,imaging drum|PC drum|war drum|blue drum|,tambour d'imagerie | tambour photoconducteur | tambour de guerre | tambour bleu | ,imaging drum|PC drum|war drum|blue drum|drummer | bowl | 
813,drum,batterie,empty_cell,empty_cell,battery | array | battery power | 
814,drum,fût,pressure drums|,fûts à pression | ,pressure drums|barrel | cask | keg | shaft | 
815,drum,baril,empty_cell,empty_cell,barrel | keg | 
816,drum,cornemuse,empty_cell,empty_cell,bagpipe | pipe | piper | pipe band | 
817,drum,bidon,empty_cell,empty_cell,can | jug | canister | jerry can | tin | sham | canteen | 
818,drum,tambouriner,empty_cell,empty_cell,empty_cell
819,dry,sec,completely dry|relatively dry|particularly dry|extremely dry|,complètement sec | relativement sec | particulièrement sec | extrêmement sec | ,completely dry|relatively dry|particularly dry|extremely dry|dried | 
820,dry,à sec,almost dry|,presque à sec | ,almost dry|
821,dry,aride,rather dry|,passablement aride | ,rather dry|arid | barren | parched | 
822,dry,séché,empty_cell,empty_cell,empty_cell
823,dry,prévu,empty_cell,empty_cell,cut-and-dried | cut-and-dry | 
824,dry,sécher,to dry our tears|dried in the sun|to dry in an upright position|,sécher nos larmes | séché au soleil | sécher en position verticale | ,to dry our tears|dried in the sun|to dry in an upright position|dry out | cure | dry out | 
825,dry,dessécher,empty_cell,empty_cell,desiccate | dry out | parch | wither | scorch | dehydrate | shrivel | 
826,dry,assécher,empty_cell,empty_cell,drain | dry out | dewater | up-~-dry up | drain | reclaim | 
827,dry,déshydrater,empty_cell,empty_cell,dehydrate | desiccate | 
828,dry,essuyer,to dry my tears|,essuyer mes larmes | ,to dry my tears|wipe | off-~-wipe off | away-~-wipe away | wipe | weather | come in | 
829,dry,se sécher,empty_cell,empty_cell,empty_cell
830,dry up,se tarir,empty_cell,empty_cell,up-~-dry up | dry up | dry up | 
831,dry up,assécher,empty_cell,empty_cell,dry | drain | dry out | dewater | up-~-dry up | drain | reclaim | 
832,dry up,s'assécher,empty_cell,empty_cell,dry out | up-~-dry up | dry up | dry up | 
833,dry up,s'épuiser,empty_cell,empty_cell,exhaust | deplete | up-~-dry up | run out | out-~-run out | deplete | 
834,dry up,tarir,empty_cell,empty_cell,up-~-dry up | 
835,dry out,sécher,empty_cell,empty_cell,dry | dry | cure | 
836,dry out,se dessécher,empty_cell,empty_cell,empty_cell
837,dry out,s'assécher,empty_cell,empty_cell,up-~-dry up | dry up | dry up | 
838,dry out,assécher,empty_cell,empty_cell,dry | drain | dewater | up-~-dry up | drain | reclaim | 
839,dry out,dessécher,empty_cell,empty_cell,dry | desiccate | parch | wither | dry | scorch | dehydrate | shrivel | 
840,duck,canard,mallard ducks|Black Duck|wild ducks|sea duck|,canard colvert | canard noir | canard sauvage | canard de mer | ,mallard ducks|Black Duck|wild ducks|sea duck|canard | 
841,duck,éluder,empty_cell,empty_cell,evade | dodge | sidestep | circumvent | shirk | elude | fudge | skirt | 
842,duck,esquiver,to duck an answer|,esquiver une réponse | ,to duck an answer|dodge | circumvent | evade | sidestep | shirk | fudge | dodge | circumvent | 
843,duck,se dérober,empty_cell,empty_cell,evade | shirk | dodge | shrink back | renege | 
844,duck,feindre,empty_cell,empty_cell,pretend | feign | pretend | fake | dissimulate | feign | dissemble | 
845,advance,avancer,to advance to the next marker|to advance many recommendations|to advance sick leave|to advance funds|,avancer au marqueur suivant | avancer de nombreuses recommandations | avancer des congés de maladie | avancer des fonds | ,to advance to the next marker|to advance many recommendations|to advance sick leave|to advance funds|move | put forward | move forward | progress | make progress | argue | proceed | bring forward | 
846,advance,promouvoir,to advance an innovative economy|to advance canadian value|to advance its quality culture|to advance its management priorities|,promouvoir une économie innovatrice | promouvoir les valeurs canadiennes | promouvoir sa culture de la qualité | promouvoir ses priorités de gestion | ,to advance an innovative economy|to advance canadian value|to advance its quality culture|to advance its management priorities|promote | promote | encourage | foster | advertize | 
847,advance,progresser,to advance in their careers|,progresser dans leur carrière | ,to advance in their careers|progress | make progress | move | move forward | grow | proceed | progress | move ahead | 
848,advance,s'avancer,empty_cell,empty_cell,jut | march | step | stretch out | step forward | tread | come forward | 
849,advance,invoquer,empty_cell,empty_cell,invoke | cite | invoke | plead | rely | put forward | allege | adduce | 
850,advance,préconiser,empty_cell,empty_cell,advocate | recommend | advocate | favor | recommend | promote | 
851,advanced,avancé,sufficiently advanced|highly advanced|technologically advanced|relatively advanced|,suffisamment avancé | hautement avancé | technologiquement avancé | relativement avancé | ,sufficiently advanced|highly advanced|technologically advanced|relatively advanced|put forward | enhanced | 
852,advanced,avancées,empty_cell,empty_cell,empty_cell
853,advanced,évolué,empty_cell,empty_cell,sophisticated | evolved | mature | 
854,advanced,perfectionné,empty_cell,empty_cell,sophisticated | perfected | 
855,during,pendant,empty_cell,empty_cell,over | 
856,during,au cours de,empty_cell,empty_cell,over | in the course of | 
857,during,durant,empty_cell,empty_cell,empty_cell
858,during,lors,empty_cell,empty_cell,at | 
859,during,au cours des,empty_cell,empty_cell,over | 
860,during,au cours du,empty_cell,empty_cell,in the course of | 
861,earn,gagner,to earn money|to earn points|to earn Airline Rewards|to earn income|,gagner de l'argent | gagner des points | gagner des primes aériennes | gagner un revenu | ,to earn money|to earn points|to earn Airline Rewards|to earn income|win | gain | save | win | benefit | 
862,earn,acquérir,earned under this clause|,acquis en vertu du présent paragraphe | ,earned under this clause|acquire | gain | purchase | acquire | buy | learn | grant | vest | 
863,earn,mériter,to earn the right|to earn our deepest respect|,mériter le droit | mériter notre plus profond respect | ,to earn the right|to earn our deepest respect|deserve | merit | need | warrant | be worth | deserve | 
864,earn,accumuler,empty_cell,empty_cell,accumulate | accrue | build up | accumulate | amass | up-~-rack up | stockpile | 
865,earn,valoir,empty_cell,empty_cell,be worth | apply | argue | claim | assert | 
866,earn,rapporter,to no longer earn interest|,rapporter plus d'intérêt | ,to no longer earn interest|report | report | bring back | yield | 
867,earn,obtenir,to earn rewards|to earn a CF qualification|to earn discounts|to earn credits|,obtenir des récompenses | obtenir une qualification des FC | obtenir une réduction | obtenir un crédit | ,to earn rewards|to earn a CF qualification|to earn discounts|to earn credits|obtain | get | achieve | receive | obtain | see | have | secure | seek | 
868,earn,subvenir,empty_cell,empty_cell,look after | 
869,earn,tirer,earned by the related project|,tirés par le projet lié | ,earned by the related project|draw | learn | pull | get | derive | fire | shoot | draw | gain | 
870,singular,singulier,so singular|,si singulier | ,so singular|strange | odd | peculiar | curious | idiosyncratic | bizarre | 
871,singular,singulier,empty_cell,empty_cell,singular form | 
872,easily,facilement,empty_cell,empty_cell,readily | 
873,easily,aisément,empty_cell,empty_cell,readily | 
874,east,oriental,empty_cell,empty_cell,eastern | oriental | east european | 
875,east,de l'est,empty_cell,empty_cell,empty_cell
876,east,à l'est,empty_cell,empty_cell,empty_cell
877,east,est,east of the country|east of the island|east to the Ionian Sea|east of the drc|,est du pays | est de l'île | est jusqu'à l'Ionienne | est de la RDC | ,east of the country|east of the island|east to the Ionian Sea|east of the drc|
878,east,orient,empty_cell,empty_cell,oriental style | 
879,eighth,huitième,empty_cell,empty_cell,empty_cell
880,adventure,aventure,European adventure|military adventure|human adventure|culinary adventure|,aventure européenne | aventure militaire | aventure humaine | aventure culinaire | ,European adventure|military adventure|human adventure|culinary adventure|journey | venture | 
881,adventure,s'aventurer,empty_cell,empty_cell,venture | venture | wander | tread | venture out | 
882,adverb,adverbe,empty_cell,empty_cell,empty_cell
883,electric,électrique,empty_cell,empty_cell,electrical | 
884,electric,magnétoélectrique,empty_cell,empty_cell,magneto-electric | 
885,advertisement,publicité,print advertisement|best advertisement|unsolicited advertisements|targeted advertisements|,publicité imprimée | meilleure publicité | publicité non sollicitée | publicité ciblée | ,print advertisement|best advertisement|unsolicited advertisements|targeted advertisements|advertising | ad | publicity | commercial | 
886,advertisement,annonce,television advertisements|advertisement for a food|last advertisement|newspaper advertisements|,annonce télévisée | annonce d'un aliment | dernière annonce | annonce dans le journal | ,television advertisements|advertisement for a food|last advertisement|newspaper advertisements|announcement | listing | ad | post | 
887,advertisement,message publicitaire,empty_cell,empty_cell,empty_cell
888,century,siècle,last century|next century|past century|twentieth centuries|,siècle dernier | siècle prochain | dernier siècle | XXe siècle | ,last century|next century|past century|twentieth centuries|half-century | 
889,size,taille,empty_cell,empty_cell,empty_cell
890,size,réduit de moitié,empty_cell,empty_cell,empty_cell
891,size,taille,sample size|minimum size|maximum size|average size|,taille de l'échantillon | taille minimale | taille maximale | taille moyenne | ,sample size|minimum size|maximum size|average size|height | waist | scale | 
892,size,dimension,picture size|good size|particle size|package sizes|,dimension de la photo | belle dimension | dimension des particules | dimension du colis | ,picture size|good size|particle size|package sizes|dimension | aspect | scale | 
893,size,format,paper size|regular size|different sizes|legal size|,format de papier | format régulier | différents formats | format légal | ,paper size|regular size|different sizes|legal size|format | 
894,size,superficie,total size|size of the room|size of their respective countries|size of the complex|,superficie totale | superficie des chambres | superficie de leurs pays respectifs | superficie du complexe | ,total size|size of the room|size of their respective countries|size of the complex|area | surface area | surface | acreage | floor area | land area | 
