,word,local_word,pos,examples,local_examples,examples_and_definitions
655,driving,conduite,OTHER,OTHER,OTHER,"main | water main | conduct | behavior | driving | dangerous driving | gas pipe | water pipe | behaviour | duct | reckless driving | careless driving | drunken driving | We had a driving lesson. | It goes on their driving record. | You and your driving. | And thanks for driving. | Thanks for driving her home! | Someone taking driving lessons? | Delighted with this piece of driving. | He had only started to take driving lessons. | How goes your driving, my brother? | How does accompanied driving work? | With my driving record? | That you're not a driving instructor? | What kind of driving you teach? | Try that in your driving test. | The principle of accompanied driving encompasses three stages. | "
656,driving,de conduite,OTHER,OTHER,OTHER,driving | 
657,driving,qui souffle fort,ADJ,ADJ,ADJ,driving | 
658,drum,batterie,NOUN,NOUN,NOUN,battery | drum | drum kit | drum set | kitchen utensils | cookware | I play drums. | 
659,drum,battre du tambour,VERB,VERB,VERB,drum | 
660,drum,tambour,NOUN,NOUN,NOUN,drum | An African drum. | 
661,drum,bidon,NOUN,NOUN,NOUN,can | water bottle | drum | petrol can | jerry can | bogus | canteen | churn | phoney | oilcan | We did see that petrol drum. | ... 'll pull it over to my drum. | 
662,drum,tonneau,NOUN,NOUN,NOUN,roll | drum | barrel | ton | rollover | cask | 
663,drum,tympan,NOUN,NOUN,NOUN,drum | eardrum | 
664,drum,tambouriner,VERB,VERB,VERB,drum | 
665,dry,sec,OTHER,OTHER,OTHER,"dry | smart | straight | spare | dried | neat | hacking | brisk | curt | crusty | terse | brusque | wiry | sinewy | The jacket kept me warm and dry. | Only dry bread and water. | The West Coast has had two dry winters in a row. | He delighted his friends with a dry, covert sense of humour. | A dry, medium-bodied red wine. | The dry facts of the matter. | The country is strictly dry, in accordance with Islamic law. | What the students learned was as dry as dust. | The grass was yellowing and the dry had started. | "
666,dry,à sec,ADJ,ADJ,ADJ,dry | Experiments have so far come up dry. | 
667,dry,sans pluie,ADJ,ADJ,ADJ,dry | A long dry period. | 
668,dry,faire sécher,VERB,VERB,VERB,dry | There’s nowhere to dry clothes here. | 
669,dry,sécher,OTHER,OTHER,OTHER,cut | dry | dry off | dry out | dry up | cure | stuck | bunk off | to be stumped | skive off | The washing will dry quickly in the sun. | His commissions began to dry up. | He intends to dry out and get his life back together again. | Pools are left as the rivers dry up. | Do not let the soil dry out. | 
670,dry,essuyer,VERB,VERB,VERB,dry | dust | brush away | wipe | wipe away | wipe off | wipe up | mop | Would it bother you to dry the dishes? | Go and dry off. | Would you dry my back? | You can dry the dishes. | I'll dry them on the cloth now. | 
671,dry,aride,ADJ,ADJ,ADJ,"dry | arid | barren | My land is dry and desolate. | ... statistics which make it very dry. | ... appear to concern a dry and technical subject. | ... for thee in a dry, thirsty land. | ""And the dry Sirocco of madness | "
672,duck,zéro,NOUN,NOUN,NOUN,love | o | zero | absolute zero | duck | nil | 
673,duck,canard,NOUN,NOUN,NOUN,"duck | drake | lame duck | You can cook a whole duck in it. | Where did the duck come from? | The duck might fall in itself'. | My bowl of roasted duck noodles! | Does it have anything to do with the duck? | I might like the duck. | The priest, not the duck. | What a wonderful way to drown a duck. | She has the duck. | So we're eating real duck? | You know you didn't cook that duck dinner. | She will cook this duck for you. | That was a duck. | I wonder if he wants more duck. | How did my duck get on at the seaside? | "
674,duck,cane,NOUN,NOUN,NOUN,duck | It's a duck! | 
675,duck,esquiver,VERB,VERB,VERB,"duck | dodge | fudge | sidestep | They can pivot, duck and dive. | I can always duck. | You need to learn how to duck, mister. | You better be ready to duck, though. | ... comes back around, you'd better duck really low. | ... is that I failed to duck properly. | ... I know I can't duck it. | ... 'll be sure to duck. | ""but they'll duck the wedding"" | "
676,advanced,supérieur,ADJ,ADJ,ADJ,line manager | higher | advanced | upper | senior | superior | superior to | cosmic | tertiary | 
677,advanced,de pointe,ADJ,ADJ,ADJ,advanced | peak | Advanced digital technology. | 
678,advanced,avancé,ADJ,ADJ,ADJ,advanced | His advanced views made him unpopular. | Negotiations are at an advanced stage. | 
679,advanced,perfectionné,ADJ,ADJ,ADJ,advanced | 
680,during,cours de,PREP,PREP,PREP,over | during | 
681,during,pendant,OTHER,OTHER,OTHER,for | through | over | during | midst | The stabbing took place during a row at a party. | The restaurant is open during the day. | 
682,during,durant,PREP,PREP,PREP,through | over | during | long | Never use an elevator during a fire. | It must have happened during one of my blackouts. | But during the interrogation. | It must have happened during a blackout. | No notes during this drill. | They held hands during his tooth extraction. | It must have happened during a blackout. | Sometime during the weekend. | His mind must be clear during the passing. | They get their bottles mixed up during the session. | During the drying process remove the covers of the vessels. | You must have suffered during this long journey. | And we did not know during the commentary. | The turnout during the hearings was generally very low. | She left during your absence. | 
683,earn,gagner,OTHER,OTHER,OTHER,make | living | save | bank | buy | win | win round | gain | to escape to | earn | Earn yourself a few pounds. | Four out of five of his books did not earn out their advance. | I’ll be happier when I’m earning again. | The dollars can be placed on deposit and earn interest. | 
684,earn,gagner sa vie,VERB,VERB,VERB,earn | 
685,earn,rapporter,VERB,VERB,VERB,report | take back | return | net | turn in | hand in | record | pay | bring back | bring in | carry | bear | retrieve | earn | yield | fetch | 
686,earn,mériter,VERB,VERB,VERB,"rate | earn | merit | deserve | Just trying to earn my paycheck. | And you will earn every minute of playing time. | You need to earn your forgiveness. | But he'll have to earn it. | From tomorrow on, they earn their gifts. | You can earn your notebook. | You got to earn his presence. | You want it, you earn it. | Do they have to earn their bathroom privileges, too? | You have to earn forgiveness. | ... to yearn for happiness but thou must earn it. | ... go open up the video store and earn your keep? | ... of this world in order to earn happiness in another. | ... first you have to earn it. | You'll earn your keep with the computer. | "
687,singular,singulier,OTHER,OTHER,OTHER,"singular | idiosyncratic | She always thought of herself as singular, as his only daughter. | A singular noun/verb. | A word in the singular. | No explanation accompanied this rather singular statement. | "
688,easily,bien,VERB,VERB,VERB,well | all right | right | good | b | easily | ever | nice | comfortable | fine | clearly | ok | carefully | asset | plenty | tight | firmly | decent | rightly | nicely | crown jewel | finely | comfy | amply | smartly | upstanding | 
689,easily,facilement,OTHER,OTHER,OTHER,easily | readily | smoothly | neatly | He climbed the mountain easily. | The body could easily be that of an actress. | Bradford is easily accessible by road. | He was easily the bravest man I've ever met. | 
690,easily,de loin,VERB,VERB,VERB,very | by far | far | easily | from a distance | from afar | 
691,easily,sans aucun doute,VERB,VERB,VERB,sure | easily | without doubt | definitely | undoubtedly | doubtless | 
692,easily,aisément,VERB,VERB,VERB,easily | glibly | He could easily have ended up in prison. | A theory that cannot be explained easily. | 
693,easily,avec décontraction,VERB,VERB,VERB,easily | 
694,east,est,OTHER,OTHER,OTHER,"east | Travelling east, he met two men. | The liturgical east window is actually in the south wall. | The river rises east of Brentford. | The protection of trade routes to the East. | To face east. | A factory in the east of the city. | The Atlantic Ocean to the east of Florida. | "
695,east,oriental,ADJ,ADJ,ADJ,"east | eastern | oriental | ... you, my friend from the mystical East? | "
696,eighth,huitième,ADJ,ADJ,ADJ,"eighth | 8th | Give an eighth of a million dollars away? | Then we'll give you an eighth. | That makes the eighth refusal in four days. | The eighth letter of the alphabet. | He takes eighth place. | But on the eighth day, he hid. | He won the eighth place. | This is my eighth message. | But an eighth of what? | I only had an eighth of a tank. | This must be the eighth square. | The eighth, who was adopted away. | My eighth remark is to point out the importance of ... | And this paper has the eighth highest circulation in the ... | The procedure set out in the eighth directive has proved very ... | "
697,eighth,8ème,ADJ,ADJ,ADJ,"8th | eighth | The eighth is still giving us some trouble. | He is the eighth on the list. | Eighth person voted out of "" ... | ... how are things on the eighth floor? | ... for his sixth, seventh and eighth birthdays? | ... send me to the eighth dimension | ... must be circumcised on the eighth day of his life. | When we find the seventh and eighth spirits. | ... the main elevator to the eighth floor. | ""And on the eighth day. | That's a strange place to find the eighth spirit. | ... the proposal for an eighth Directive which is being ... | "
698,eighth,8e,ADJ,ADJ,ADJ,"8th | eighth | sza | It all happened shortly after my eighth birthday. | Try the eighth, just below the heart. | It is officially our eighth. | Eighth album and eighth number one spot. | Eighth album and eighth number one spot. | This is the eighth piece. | The eighth one from the floor. | Eighth day eating no sugar. | ... for the first and eighth letters of the alphabet | ... down in a studio on the eighth floor. | ... between the seventh and the eighth vertebrae. | He's on the eighth floor. | The Eighth Company is no longer here, ma'am. | He's on the eighth floor. | Uh, it is officially our eighth. | "
699,eighth,viiie,ADJ,ADJ,ADJ,8th | eighth | 
700,eighth,croche,ADJ,ADJ,ADJ,crooked | eighth | quaver | eighthnote | crochê | 
701,adventure,aventure,NOUN,NOUN,NOUN,adventure | romance | affair | fling | I sold my East India adventure of £250 principal for £750. | She travelled the world in search of adventure. | Her recent adventures in Italy. | He adventured £300 in the purchase of land. | He has no sense of adventure. | 
